,Week,Team,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,ScoreDiff,RushAttDiff,RushYdsDiff,PassAttDiff,PassCompDiff,PassYdsDiff,PassIntDiff,FumblesDiff
341,09/23/2000,Iowa,13.0,31,47,40,19,252,2,0,Nebraska,42.0,51,331,13,10,159,0,1,-29.0,-20,-284,27,9,93,2,-1
342,09/23/2000,Kansas,42.0,47,206,20,9,124,0,2,Southern Illinois,0.0,45,122,11,6,43,1,4,42.0,2,84,9,3,81,-1,-2
343,09/23/2000,Kent State,14.0,37,193,28,14,110,1,2,"Miami, Ohio",45.0,37,210,36,23,286,1,1,-31.0,0,-17,-8,-9,-176,0,1
344,09/23/2000,Kansas State,55.0,58,260,22,15,217,1,2,North Texas,10.0,28,103,17,7,35,0,2,45.0,30,157,5,8,182,1,0
345,09/23/2000,Kentucky,31.0,29,141,60,35,363,2,2,Florida,59.0,35,190,27,15,262,0,0,-28.0,-6,-49,33,20,101,2,2
346,09/23/2000,Louisville,0.0,21,3,45,24,207,1,1,Florida State,31.0,48,235,34,23,274,3,2,-31.0,-27,-232,11,1,-67,-2,-1
347,09/23/2000,Louisiana State,10.0,36,107,38,15,156,4,2,Alabama-Birmingham,13.0,38,113,22,8,65,1,2,-3.0,-2,-6,16,7,91,3,0
348,09/23/2000,Louisiana Tech,10.0,42,196,24,14,141,2,2,Tulsa,22.0,45,177,28,14,141,0,1,-12.0,-3,19,-4,0,0,2,1
349,09/23/2000,Marshall,15.0,23,90,35,19,215,0,0,North Carolina,20.0,37,142,39,24,292,2,0,-5.0,-14,-52,-4,-5,-77,-2,0
350,09/23/2000,Michigan State,27.0,50,167,24,12,181,1,1,Notre Dame,21.0,37,149,16,5,63,1,0,6.0,13,18,8,7,118,0,1
351,09/23/2000,Maryland,45.0,38,171,31,21,357,1,1,Mid Tennessee St,27.0,31,129,52,30,342,1,0,18.0,7,42,-21,-9,15,0,1
352,09/23/2000,Memphis,26.0,40,130,32,21,208,1,1,Army,16.0,30,38,45,31,269,3,1,10.0,10,92,-13,-10,-61,-2,0
353,09/23/2000,"Miami, Florida",47.0,36,96,33,22,291,0,2,West Virginia,10.0,40,155,36,15,162,2,2,37.0,-4,-59,-3,7,129,-2,0
354,09/23/2000,"Miami, Ohio",45.0,37,210,36,23,286,1,1,Kent State,14.0,37,193,28,14,110,1,2,31.0,0,17,8,9,176,0,-1
355,09/23/2000,Michigan,35.0,55,341,28,12,172,0,0,Illinois,31.0,32,95,38,27,352,0,2,4.0,23,246,-10,-15,-180,0,-2
356,09/23/2000,Minnesota,24.0,28,55,39,22,214,1,0,Purdue,38.0,39,122,50,33,409,0,2,-14.0,-11,-67,-11,-11,-195,1,-2
357,09/23/2000,Mississippi State,19.0,37,94,36,17,224,1,2,South Carolina,23.0,32,30,41,20,330,0,2,-4.0,5,64,-5,-3,-106,1,0
358,09/23/2000,Mid Tennessee St,27.0,31,129,52,30,342,1,0,Maryland,45.0,38,171,31,21,357,1,1,-18.0,-7,-42,21,9,-15,0,-1
359,09/23/2000,Navy,7.0,44,112,24,11,111,0,2,Boston College,48.0,47,211,33,24,414,1,0,-41.0,-3,-99,-9,-13,-303,-1,2
360,09/23/2000,North Carolina,20.0,37,142,39,24,292,2,0,Marshall,15.0,23,90,35,19,215,0,0,5.0,14,52,4,5,77,2,0
361,09/23/2000,No Carolina State,30.0,31,66,36,21,262,2,0,Georgia Tech,23.0,42,141,43,24,226,1,2,7.0,-11,-75,-7,-3,36,1,-2
362,09/23/2000,Notre Dame,21.0,37,149,16,5,63,1,0,Michigan State,27.0,50,167,24,12,181,1,1,-6.0,-13,-18,-8,-7,-118,0,-1
363,09/23/2000,Nebraska,42.0,51,331,13,10,159,0,1,Iowa,13.0,31,47,40,19,252,2,0,29.0,20,284,-27,-9,-93,-2,1
364,09/23/2000,UL-Monroe,3.0,26,33,37,21,146,1,1,Tennessee,70.0,42,234,31,20,274,1,1,-67.0,-16,-201,6,1,-128,0,0
365,09/23/2000,Nevada,35.0,34,169,28,16,195,0,0,Wyoming,28.0,34,176,45,26,259,2,1,7.0,0,-7,-17,-10,-64,-2,-1
366,09/23/2000,Northern Illinois,14.0,42,129,35,17,239,2,1,Auburn,31.0,35,189,29,21,222,1,1,-17.0,7,-60,6,-4,17,1,0
367,09/23/2000,New Mexico,35.0,55,186,15,12,162,1,1,Northern Arizona,28.0,27,113,39,19,268,3,0,7.0,28,73,-24,-7,-106,-2,1
368,09/23/2000,New Mexico State,0.0,41,102,21,9,82,0,0,Georgia,37.0,42,237,25,13,191,1,0,-37.0,-1,-135,-4,-4,-109,-1,0
369,09/23/2000,North Texas,10.0,28,103,17,7,35,0,2,Kansas State,55.0,58,260,22,15,217,1,2,-45.0,-30,-157,-5,-8,-182,-1,0
370,09/23/2000,Northwestern,47.0,38,266,41,21,278,0,0,Wisconsin,44.0,60,352,24,12,153,0,2,3.0,-22,-86,17,9,125,0,-2
371,09/23/2000,Ohio,20.0,46,284,15,4,92,2,1,Akron,23.0,48,133,33,20,258,0,0,-3.0,-2,151,-18,-16,-166,2,1
372,09/23/2000,Ohio State,45.0,47,158,22,13,239,1,0,Penn State,6.0,38,93,23,11,120,1,2,39.0,9,65,-1,2,119,0,-2
373,09/23/2000,Oklahoma,42.0,33,189,36,28,343,2,1,Rice,14.0,51,145,12,6,117,1,1,28.0,-18,44,24,22,226,1,0
374,09/23/2000,Oklahoma State,6.0,38,157,35,16,146,3,1,Southern Miss,28.0,32,-7,37,20,257,0,2,-22.0,6,164,-2,-4,-111,3,-1
375,09/23/2000,Oregon,29.0,52,208,34,15,153,0,0,U.C.L.A.,10.0,26,-9,34,14,206,1,2,19.0,26,217,0,1,-53,-1,-2
376,09/23/2000,Oregon State,35.0,46,153,30,15,183,0,0,San Diego State,3.0,38,71,30,15,156,4,3,32.0,8,82,0,0,27,-4,-3
377,09/23/2000,Penn State,6.0,38,93,23,11,120,1,2,Ohio State,45.0,47,158,22,13,239,1,0,-39.0,-9,-65,1,-2,-119,0,2
378,09/23/2000,Pittsburgh,29.0,55,212,27,19,218,2,5,Rutgers,17.0,21,-13,37,20,225,1,1,12.0,34,225,-10,-1,-7,1,4
379,09/23/2000,Purdue,38.0,39,122,50,33,409,0,2,Minnesota,24.0,28,55,39,22,214,1,0,14.0,11,67,11,11,195,-1,2
380,09/23/2000,Rice,14.0,51,145,12,6,117,1,1,Oklahoma,42.0,33,189,36,28,343,2,1,-28.0,18,-44,-24,-22,-226,-1,0
381,09/23/2000,Rutgers,17.0,21,-13,37,20,225,1,1,Pittsburgh,29.0,55,212,27,19,218,2,5,-12.0,-34,-225,10,1,7,-1,-4
382,09/23/2000,Southern Cal,34.0,46,234,38,22,338,0,4,San Jose State,24.0,29,110,41,20,256,1,0,10.0,17,124,-3,2,82,-1,4
383,09/23/2000,South Carolina,23.0,32,30,41,20,330,0,2,Mississippi State,19.0,37,94,36,17,224,1,2,4.0,-5,-64,5,3,106,-1,0
384,09/23/2000,San Diego State,3.0,38,71,30,15,156,4,3,Oregon State,35.0,46,153,30,15,183,0,0,-32.0,-8,-82,0,0,-27,4,3
385,09/23/2000,San Jose State,24.0,29,110,41,20,256,1,0,Southern Cal,34.0,46,233,38,22,338,0,4,-10.0,-17,-123,3,-2,-82,1,-4
386,09/23/2000,Southern Miss,28.0,32,-7,37,20,257,0,2,Oklahoma State,6.0,38,157,35,16,146,3,1,22.0,-6,-164,2,4,111,-3,1
387,09/23/2000,Southern Methodist,17.0,28,116,49,27,264,0,1,Tulane,29.0,26,64,53,35,392,0,0,-12.0,2,52,-4,-8,-128,0,1
388,09/23/2000,UL-Lafayette,21.0,41,204,21,10,123,0,0,Northwestern St(LA),23.0,41,188,33,13,117,0,0,-2.0,0,16,-12,-3,6,0,0
389,09/23/2000,Syracuse,17.0,48,247,22,12,179,2,0,East Carolina,34.0,39,163,17,8,215,0,0,-17.0,9,84,5,4,-36,2,0
390,09/23/2000,Texas Christian,52.0,44,255,18,13,211,1,0,Arkansas State,3.0,43,86,18,8,65,2,2,49.0,1,169,0,5,146,-1,-2
391,09/23/2000,Temple,49.0,39,298,16,10,163,0,1,Eastern Michigan,40.0,36,132,50,34,364,1,1,9.0,3,166,-34,-24,-201,-1,0
392,09/23/2000,Tennessee,70.0,42,234,31,20,274,1,1,UL-Monroe,3.0,26,33,37,21,146,1,1,67.0,16,201,-6,-1,128,0,0
393,09/23/2000,Texas,48.0,32,96,37,22,253,3,1,Houston,0.0,32,13,38,17,185,2,3,48.0,0,83,-1,5,68,1,-2
394,09/23/2000,Toledo,14.0,29,124,50,23,188,1,0,Western Michigan,21.0,40,132,37,18,231,0,2,-7.0,-11,-8,13,5,-43,1,-2
395,09/23/2000,Tulane,29.0,26,64,53,35,392,0,0,Southern Methodist,17.0,28,116,49,27,264,0,1,12.0,-2,-52,4,8,128,0,-1
396,09/23/2000,Tulsa,22.0,45,177,28,14,141,0,1,Louisiana Tech,10.0,42,196,24,14,141,2,2,12.0,3,-19,4,0,0,-2,-1
397,09/23/2000,Alabama-Birmingham,13.0,38,113,22,8,65,1,2,Louisiana State,10.0,36,107,38,15,156,4,2,3.0,2,6,-16,-7,-91,-3,0
398,09/23/2000,U.C.L.A.,10.0,26,-9,34,14,206,1,2,Oregon,29.0,52,208,34,15,153,0,0,-19.0,-26,-217,0,-1,53,1,2
399,09/23/2000,Nevada-Las Vegas,7.0,33,41,17,11,202,1,1,Brigham Young,10.0,47,196,29,15,157,1,0,-3.0,-14,-155,-12,-4,45,0,1
400,09/23/2000,Utah,14.0,41,136,28,16,195,0,0,Air Force,23.0,54,242,11,5,149,0,1,-9.0,-13,-106,17,11,46,0,-1
401,09/23/2000,Texas-El Paso,39.0,47,140,34,18,265,1,3,Hawaii,7.0,25,53,50,15,211,2,1,32.0,22,87,-16,3,54,-1,2
402,09/23/2000,Utah State,20.0,32,103,38,17,240,3,1,Arizona State,44.0,48,131,21,12,374,0,2,-24.0,-16,-28,17,5,-134,3,-1
403,09/23/2000,Vanderbilt,26.0,34,174,40,23,266,1,1,Duke,7.0,27,66,36,18,163,2,1,19.0,7,108,4,5,103,-1,0
404,09/23/2000,Virginia,10.0,36,111,39,17,170,1,0,Clemson,31.0,43,327,25,15,154,1,3,-21.0,-7,-216,14,2,16,0,-3
405,09/23/2000,Washington State,34.0,36,183,32,16,292,0,2,Idaho,38.0,44,216,36,22,246,3,1,-4.0,-8,-33,-4,-6,46,-3,1
406,09/23/2000,Wisconsin,44.0,60,352,24,12,153,0,2,Northwestern,47.0,38,266,41,21,278,0,0,-3.0,22,86,-17,-9,-125,0,2
407,09/23/2000,Western Michigan,21.0,40,132,37,18,231,0,2,Toledo,14.0,29,124,50,23,188,1,0,7.0,11,8,-13,-5,43,-1,2
408,09/23/2000,West Virginia,10.0,40,155,36,15,162,2,2,"Miami, Florida",47.0,36,96,33,22,291,0,2,-37.0,4,59,3,-7,-129,2,0
409,09/23/2000,Wyoming,28.0,34,176,45,26,259,2,1,Nevada,35.0,34,169,28,16,195,0,0,-7.0,0,7,17,10,64,2,1
410,09/30/2000,Air Force,13.0,51,219,21,9,133,1,0,Nevada-Las Vegas,34.0,46,224,22,16,259,0,1,-21.0,5,-5,-1,-7,-126,1,-1
411,09/30/2000,Akron,37.0,43,243,19,9,214,1,1,"Miami, Ohio",20.0,43,256,49,20,174,2,1,17.0,0,-13,-30,-11,40,-1,0
412,09/30/2000,Arkansas State,27.0,35,141,21,12,242,0,1,Richmond,30.0,66,402,14,3,35,0,0,-3.0,-31,-261,7,9,207,0,1
413,09/30/2000,Alabama,27.0,33,146,32,19,204,2,0,South Carolina,17.0,32,85,44,20,264,3,1,10.0,1,61,-12,-1,-60,-1,-1
414,09/30/2000,Arizona,27.0,46,192,23,12,198,1,2,Stanford,3.0,30,68,32,14,177,2,4,24.0,16,124,-9,-2,21,-1,-2
415,09/30/2000,Arkansas,7.0,26,52,38,19,162,2,1,Georgia,38.0,46,175,25,13,168,0,0,-31.0,-20,-123,13,6,-6,2,1
416,09/30/2000,Auburn,33.0,33,154,33,16,227,1,0,Vanderbilt,0.0,29,65,34,15,87,0,0,33.0,4,89,-1,1,140,1,0
417,09/30/2000,Arizona State,31.0,24,98,49,24,365,2,2,U.C.L.A.,38.0,48,233,31,17,267,1,3,-7.0,-24,-135,18,7,98,1,-1
418,09/30/2000,Ball State,14.0,42,66,24,17,170,0,3,Northern Illinois,43.0,50,192,16,9,236,0,1,-29.0,-8,-126,8,8,-66,0,2
419,09/30/2000,Baylor,17.0,37,108,27,8,161,1,2,Iowa State,31.0,53,308,23,12,167,0,2,-14.0,-16,-200,4,-4,-6,1,0
420,09/30/2000,Boston College,34.0,40,213,24,11,74,1,0,Virginia Tech,48.0,57,420,17,5,61,1,2,-14.0,-17,-207,7,6,13,0,-2
421,09/30/2000,Bowling Green,18.0,43,124,21,13,111,1,2,Kent State,11.0,32,38,53,27,285,3,0,7.0,11,86,-32,-14,-174,-2,2
422,09/30/2000,Buffalo,14.0,25,6,28,15,186,1,1,Marshall,47.0,46,148,41,28,483,2,0,-33.0,-21,-142,-13,-13,-297,-1,1
423,09/30/2000,Brigham Young,14.0,21,21,44,24,272,0,1,Syracuse,42.0,50,224,12,10,228,0,0,-28.0,-29,-203,32,14,44,0,1
424,09/30/2000,California,17.0,46,149,31,11,89,1,1,Washington State,21.0,36,41,24,15,238,0,2,-4.0,10,108,7,-4,-149,1,-1
425,09/30/2000,Central Florida,31.0,35,136,38,27,365,1,2,Eastern Michigan,10.0,32,30,36,25,250,1,1,21.0,3,106,2,2,115,0,1
426,09/30/2000,Cincinnati,19.0,52,155,32,18,195,2,1,Tulane,24.0,30,119,35,22,299,2,0,-5.0,22,36,-3,-4,-104,0,1
427,09/30/2000,Clemson,52.0,57,315,23,12,212,0,1,Duke,22.0,31,67,35,16,168,1,0,30.0,26,248,-12,-4,44,-1,1
428,09/30/2000,Central Michigan,0.0,24,43,24,14,125,0,2,Toledo,41.0,56,311,26,15,146,1,0,-41.0,-32,-268,-2,-1,-21,-1,2
429,09/30/2000,Colorado,21.0,35,137,34,20,267,2,0,Kansas State,44.0,36,153,26,15,293,0,2,-23.0,-1,-16,8,5,-26,2,-2
430,09/30/2000,Colorado State,45.0,55,318,29,16,185,3,0,Nevada,14.0,28,58,31,15,253,0,1,31.0,27,260,-2,1,-68,3,-1
431,09/30/2000,Duke,22.0,31,67,35,16,168,1,0,Clemson,52.0,57,315,23,12,212,0,1,-30.0,-26,-248,12,4,-44,1,-1
432,09/30/2000,Eastern Michigan,10.0,32,30,36,25,250,1,1,Central Florida,31.0,35,136,38,27,365,1,2,-21.0,-3,-106,-2,-2,-115,0,-1
433,09/30/2000,Florida,35.0,22,-78,57,34,494,1,2,Mississippi State,47.0,57,351,27,14,166,2,1,-12.0,-35,-429,30,20,328,-1,1
434,09/30/2000,Florida State,59.0,63,260,27,18,353,1,0,Maryland,7.0,26,124,27,10,100,1,1,52.0,37,136,0,8,253,0,-1
435,09/30/2000,Georgia,38.0,46,175,25,13,168,0,0,Arkansas,7.0,26,52,38,19,162,2,1,31.0,20,123,-13,-6,6,-2,-1
436,09/30/2000,Georgia Tech,42.0,40,134,30,21,238,2,0,North Carolina,28.0,37,89,31,17,388,2,0,14.0,3,45,-1,4,-150,0,0
437,09/30/2000,Hawaii,14.0,18,31,48,31,313,2,2,Tulsa,24.0,39,98,25,16,145,1,0,-10.0,-21,-67,23,15,168,1,2
438,09/30/2000,Houston,17.0,33,67,47,28,348,0,0,Southern Methodist,15.0,18,52,58,28,326,4,0,2.0,15,15,-11,0,22,-4,0
439,09/30/2000,Iowa State,31.0,53,308,23,12,167,0,2,Baylor,17.0,37,108,27,8,161,1,2,14.0,16,200,-4,4,6,-1,0
440,09/30/2000,Idaho,56.0,35,183,34,20,437,1,0,Montana State,7.0,33,22,34,17,160,2,1,49.0,2,161,0,3,277,-1,-1
441,09/30/2000,Illinois,10.0,30,82,43,18,178,2,2,Minnesota,44.0,64,364,17,10,182,0,2,-34.0,-34,-282,26,8,-4,2,0
442,09/30/2000,Indiana,45.0,53,433,22,9,111,0,1,Iowa,33.0,34,152,47,30,380,0,1,12.0,19,281,-25,-21,-269,0,0
443,09/30/2000,Iowa,33.0,34,152,47,30,380,0,1,Indiana,45.0,53,433,22,9,111,0,1,-12.0,-19,-281,25,21,269,0,0
444,09/30/2000,Kansas,16.0,45,119,29,12,258,5,2,Oklahoma,34.0,28,98,43,29,346,0,2,-18.0,17,21,-14,-17,-88,5,0
445,09/30/2000,Kent State,11.0,32,38,53,27,285,3,0,Bowling Green,18.0,42,109,22,14,126,1,2,-7.0,-10,-71,31,13,159,2,-2
446,09/30/2000,Kansas State,44.0,36,153,26,15,293,0,2,Colorado,21.0,35,137,34,20,267,2,0,23.0,1,16,-8,-5,26,-2,2
447,09/30/2000,Kentucky,17.0,24,39,42,17,192,3,0,Mississippi,35.0,46,179,25,15,238,0,1,-18.0,-22,-140,17,2,-46,3,-1
448,09/30/2000,Louisville,41.0,35,156,32,19,253,1,0,Connecticut,22.0,27,28,54,27,306,0,1,19.0,8,128,-22,-8,-53,1,-1
449,09/30/2000,Louisiana State,38.0,29,142,35,23,318,0,1,Tennessee,31.0,27,86,62,37,319,1,0,7.0,2,56,-27,-14,-1,-1,1
450,09/30/2000,Marshall,47.0,46,148,41,28,483,2,0,Buffalo,14.0,25,6,28,15,186,1,1,33.0,21,142,13,13,297,1,-1
451,09/30/2000,Michigan State,17.0,35,134,35,17,233,1,2,Northwestern,37.0,55,346,23,12,160,1,0,-20.0,-20,-212,12,5,73,0,2
452,09/30/2000,Maryland,7.0,26,124,27,10,100,1,1,Florida State,59.0,63,260,27,18,353,1,0,-52.0,-37,-136,0,-8,-253,0,1
453,09/30/2000,Memphis,3.0,36,67,38,23,161,3,0,Southern Miss,24.0,32,99,31,15,163,0,2,-21.0,4,-32,7,8,-2,3,-2
454,09/30/2000,"Miami, Florida",64.0,54,261,23,17,296,0,1,Rutgers,6.0,27,4,42,19,153,3,2,58.0,27,257,-19,-2,143,-3,-1
455,09/30/2000,"Miami, Ohio",20.0,42,241,50,21,189,2,1,Akron,37.0,43,243,19,9,214,1,1,-17.0,-1,-2,31,12,-25,1,0
456,09/30/2000,Michigan,13.0,44,118,27,15,257,0,2,Wisconsin,10.0,42,180,18,8,98,3,1,3.0,2,-62,9,7,159,-3,1
457,09/30/2000,Minnesota,44.0,64,364,17,10,182,0,2,Illinois,10.0,30,82,43,18,178,2,2,34.0,34,282,-26,-8,4,-2,0
458,09/30/2000,Mississippi,35.0,46,179,25,15,238,0,1,Kentucky,17.0,24,39,42,17,192,3,0,18.0,22,140,-17,-2,46,-3,1
459,09/30/2000,Missouri,24.0,31,209,39,19,283,1,1,Nebraska,42.0,53,311,23,11,173,0,0,-18.0,-22,-102,16,8,110,1,1
460,09/30/2000,Mississippi State,47.0,57,351,27,14,166,2,1,Florida,35.0,22,-78,57,34,494,1,2,12.0,35,429,-30,-20,-328,1,-1
461,09/30/2000,Navy,0.0,41,112,6,2,8,0,0,Texas Christian,24.0,51,197,18,15,192,0,0,-24.0,-10,-85,-12,-13,-184,0,0
462,09/30/2000,North Carolina,28.0,37,89,31,17,388,2,0,Georgia Tech,42.0,40,134,30,21,238,2,0,-14.0,-3,-45,1,-4,150,0,0
463,09/30/2000,Nebraska,42.0,53,311,23,11,173,0,0,Missouri,24.0,31,209,39,19,283,1,1,18.0,22,102,-16,-8,-110,-1,-1
464,09/30/2000,UL-Monroe,7.0,20,51,59,28,278,2,2,S W Texas State,27.0,44,176,26,14,144,0,0,-20.0,-24,-125,33,14,134,2,2
465,09/30/2000,Nevada,14.0,28,58,31,15,253,0,1,Colorado State,45.0,55,318,29,16,185,3,0,-31.0,-27,-260,2,-1,68,-3,1
466,09/30/2000,Northern Illinois,43.0,50,192,16,9,236,0,1,Ball State,14.0,42,66,24,17,170,0,3,29.0,8,126,-8,-8,66,0,-2
467,09/30/2000,New Mexico,45.0,64,308,16,11,121,1,0,Wyoming,10.0,27,47,26,17,209,1,2,35.0,37,261,-10,-6,-88,0,-2
468,09/30/2000,New Mexico State,31.0,44,355,29,13,153,1,2,Texas-El Paso,41.0,45,228,28,16,237,0,1,-10.0,-1,127,1,-3,-84,1,1
469,09/30/2000,Northwestern,37.0,55,346,23,12,160,1,0,Michigan State,17.0,35,134,35,17,233,1,2,20.0,20,212,-12,-5,-73,0,-2
470,09/30/2000,Ohio,10.0,49,177,8,4,116,1,2,Western Michigan,23.0,37,138,33,23,332,2,3,-13.0,12,39,-25,-19,-216,-1,-1
471,09/30/2000,Oklahoma,34.0,28,98,43,29,346,0,2,Kansas,16.0,45,119,29,12,258,5,2,18.0,-17,-21,14,17,88,-5,0
472,09/30/2000,Oklahoma State,7.0,36,168,23,8,101,0,2,Texas,42.0,44,205,33,18,299,0,0,-35.0,-8,-37,-10,-10,-198,0,2
473,09/30/2000,Oregon,23.0,52,229,22,9,119,0,0,Washington,16.0,28,111,37,14,229,2,1,7.0,24,118,-15,-5,-110,-2,-1
474,09/30/2000,Oregon State,31.0,53,218,29,10,157,0,2,Southern Cal,21.0,30,63,38,19,282,3,1,10.0,23,155,-9,-9,-125,-3,1
475,09/30/2000,Penn State,22.0,44,221,25,11,109,1,0,Purdue,20.0,41,118,51,24,286,0,0,2.0,3,103,-26,-13,-177,1,0
476,09/30/2000,Purdue,20.0,41,118,51,24,286,0,0,Penn State,22.0,44,221,25,11,109,1,0,-2.0,-3,-103,26,13,177,-1,0
477,09/30/2000,Rice,16.0,63,191,16,8,107,0,0,San Jose State,29.0,31,121,42,26,383,2,1,-13.0,32,70,-26,-18,-276,-2,-1
478,09/30/2000,Rutgers,6.0,27,4,42,19,153,3,2,"Miami, Florida",64.0,54,261,23,17,296,0,1,-58.0,-27,-257,19,2,-143,3,1
479,09/30/2000,Southern Cal,21.0,30,63,38,19,282,3,1,Oregon State,31.0,53,218,29,10,157,0,2,-10.0,-23,-155,9,9,125,3,-1
480,09/30/2000,South Carolina,17.0,32,85,44,20,264,3,1,Alabama,27.0,33,146,32,19,204,2,0,-10.0,-1,-61,12,1,60,1,1
481,09/30/2000,San Jose State,29.0,31,121,42,26,373,2,1,Rice,16.0,63,191,16,8,107,0,0,13.0,-32,-70,26,18,266,2,1
482,09/30/2000,Southern Miss,24.0,32,99,31,15,163,0,2,Memphis,3.0,36,67,38,23,161,3,0,21.0,-4,32,-7,-8,2,-3,2
483,09/30/2000,Southern Methodist,15.0,19,54,58,28,326,4,0,Houston,17.0,32,69,47,28,338,0,0,-2.0,-13,-15,11,0,-12,4,0
484,09/30/2000,Stanford,3.0,30,68,32,14,177,2,4,Arizona,27.0,46,192,23,12,198,1,2,-24.0,-16,-124,9,2,-21,1,2
485,09/30/2000,UL-Lafayette,2.0,28,-27,38,15,118,0,2,Alabama-Birmingham,47.0,53,290,16,8,129,2,0,-45.0,-25,-317,22,7,-11,-2,2
486,09/30/2000,Syracuse,42.0,50,224,12,10,228,0,0,Brigham Young,14.0,21,21,44,24,272,0,1,28.0,29,203,-32,-14,-44,0,-1
487,09/30/2000,Texas Christian,24.0,51,197,18,15,192,0,0,Navy,0.0,41,112,6,2,8,0,0,24.0,10,85,12,13,184,0,0
488,09/30/2000,Temple,24.0,25,143,32,18,154,1,0,West Virginia,29.0,40,152,32,18,242,1,2,-5.0,-15,-9,0,0,-88,0,-2
489,09/30/2000,Tennessee,31.0,27,86,62,37,319,1,0,Louisiana State,38.0,29,142,35,23,318,0,1,-7.0,-2,-56,27,14,1,1,-1
490,09/30/2000,Texas,42.0,44,205,33,18,299,0,0,Oklahoma State,7.0,36,168,23,8,101,0,2,35.0,8,37,10,10,198,0,-2
491,09/30/2000,Toledo,41.0,56,311,26,15,146,1,0,Central Michigan,0.0,24,43,24,14,125,0,2,41.0,32,268,2,1,21,1,-2
492,09/30/2000,Texas Tech,15.0,28,23,52,29,322,3,0,Texas A & M,33.0,36,159,23,16,186,0,1,-18.0,-8,-136,29,13,136,3,-1
493,09/30/2000,Tulane,24.0,30,119,35,22,299,2,0,Cincinnati,19.0,52,155,32,18,195,2,1,5.0,-22,-36,3,4,104,0,-1
494,09/30/2000,Tulsa,24.0,39,98,25,16,145,1,0,Hawaii,14.0,18,31,48,31,313,2,2,10.0,21,67,-23,-15,-168,-1,-2
495,09/30/2000,Texas A & M,33.0,36,159,23,16,186,0,1,Texas Tech,15.0,28,23,52,29,322,3,0,18.0,8,136,-29,-13,-136,-3,1
496,09/30/2000,Alabama-Birmingham,47.0,53,290,16,8,129,2,0,UL-Lafayette,2.0,28,-27,38,15,118,0,2,45.0,25,317,-22,-7,11,2,-2
497,09/30/2000,U.C.L.A.,38.0,48,233,31,17,267,1,3,Arizona State,31.0,24,98,49,24,365,2,2,7.0,24,135,-18,-7,-98,-1,1
498,09/30/2000,Nevada-Las Vegas,34.0,46,224,22,16,259,0,1,Air Force,13.0,51,219,21,9,133,1,0,21.0,-5,5,1,7,126,-1,1
499,09/30/2000,Utah,35.0,59,278,15,9,186,1,1,Utah State,14.0,19,52,43,19,230,3,0,21.0,40,226,-28,-10,-44,-2,1
500,09/30/2000,Texas-El Paso,41.0,44,230,28,16,237,0,1,New Mexico State,31.0,45,357,29,13,153,1,2,10.0,-1,-127,-1,3,84,-1,-1
501,09/30/2000,Utah State,14.0,19,52,43,19,230,3,0,Utah,35.0,59,278,15,9,186,1,1,-21.0,-40,-226,28,10,44,2,-1
502,09/30/2000,Vanderbilt,0.0,29,65,34,15,87,0,0,Auburn,33.0,33,154,33,16,227,1,0,-33.0,-4,-89,1,-1,-140,-1,0
503,09/30/2000,Virginia,27.0,47,237,27,16,179,0,0,Wake Forest,10.0,34,154,30,14,153,1,0,17.0,13,83,-3,2,26,-1,0
504,09/30/2000,Virginia Tech,48.0,57,420,17,5,61,1,2,Boston College,34.0,40,213,24,11,74,1,0,14.0,17,207,-7,-6,-13,0,2
505,09/30/2000,Washington,16.0,28,111,37,14,229,2,1,Oregon,23.0,52,229,22,9,119,0,0,-7.0,-24,-118,15,5,110,2,1
506,09/30/2000,Washington State,21.0,36,41,24,15,238,0,2,California,17.0,46,149,31,11,89,1,1,4.0,-10,-108,-7,4,149,-1,1
507,09/30/2000,Wake Forest,10.0,34,154,30,14,153,1,0,Virginia,27.0,47,237,27,16,179,0,0,-17.0,-13,-83,3,-2,-26,1,0
508,09/30/2000,Wisconsin,10.0,42,180,18,8,98,3,1,Michigan,13.0,44,118,27,15,257,0,2,-3.0,-2,62,-9,-7,-159,3,-1
509,09/30/2000,Western Michigan,23.0,37,138,33,23,332,2,3,Ohio,10.0,49,177,8,4,116,1,2,13.0,-12,-39,25,19,216,1,1
510,09/30/2000,West Virginia,29.0,40,152,32,18,242,1,2,Temple,24.0,25,143,32,18,154,1,0,5.0,15,9,0,0,88,0,2
511,09/30/2000,Wyoming,10.0,27,47,26,17,209,1,2,New Mexico,45.0,64,308,16,11,121,1,0,-35.0,-37,-261,10,6,88,0,2
512,10/07/2000,Air Force,27.0,47,135,13,6,101,1,0,Navy,13.0,57,108,23,11,140,0,2,14.0,-10,27,-10,-5,-39,1,-2
513,10/07/2000,Akron,27.0,34,85,27,17,259,0,0,Bowling Green,21.0,50,159,24,15,185,1,0,6.0,-16,-74,3,2,74,-1,0
514,10/07/2000,Arkansas State,10.0,24,113,26,11,79,2,0,Mississippi,35.0,41,153,33,24,251,2,1,-25.0,-17,-40,-7,-13,-172,0,-1
