,Week,Team,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,ScoreDiff,RushAttDiff,RushYdsDiff,PassAttDiff,PassCompDiff,PassYdsDiff,PassIntDiff,FumblesDiff
165,09/09/2000,Nevada,10.0,36,11,47,23,259,0,1,Texas Christian,41.0,55,317,10,3,53,2,2,-31.0,-19,-306,37,20,206,-2,-1
166,09/09/2000,Northern Illinois,52.0,65,305,18,9,117,1,0,Illinois State,0.0,28,73,28,12,134,4,0,52.0,37,232,-10,-3,-17,-3,0
167,09/09/2000,New Mexico,20.0,31,42,21,12,130,2,1,Oregon State,28.0,49,222,28,12,78,0,1,-8.0,-18,-180,-7,0,52,2,0
168,09/09/2000,North Texas,7.0,33,49,13,6,107,0,2,Texas Tech,13.0,29,80,55,42,238,3,0,-6.0,4,-31,-42,-36,-131,-3,2
169,09/09/2000,Northwestern,38.0,52,259,30,18,213,0,0,Duke,5.0,32,44,32,11,130,4,0,33.0,20,215,-2,7,83,-4,0
170,09/09/2000,Ohio,23.0,73,363,9,3,90,0,0,Minnesota,17.0,26,147,28,10,223,1,1,6.0,47,216,-19,-7,-133,-1,-1
171,09/09/2000,Ohio State,27.0,40,101,20,12,240,1,2,Arizona,17.0,39,57,23,11,137,0,1,10.0,1,44,-3,1,103,1,1
172,09/09/2000,Oklahoma,45.0,35,208,34,26,325,1,0,Arkansas State,7.0,21,84,33,21,191,1,0,38.0,14,124,1,5,134,0,0
173,09/09/2000,Oklahoma State,36.0,38,247,20,11,166,0,1,Tulsa,26.0,30,62,49,28,373,1,2,10.0,8,185,-29,-17,-207,-1,-1
174,09/09/2000,Oregon,23.0,25,92,49,22,362,3,0,Wisconsin,27.0,43,302,13,5,65,1,0,-4.0,-18,-210,36,17,297,2,0
175,09/09/2000,Oregon State,28.0,49,222,28,12,78,0,1,New Mexico,20.0,31,42,21,12,130,2,1,8.0,18,180,7,0,-52,-2,0
176,09/09/2000,Penn State,67.0,63,299,22,16,194,0,2,Louisiana Tech,7.0,19,45,33,16,122,5,2,60.0,44,254,-11,0,72,-5,0
177,09/09/2000,Pittsburgh,34.0,35,36,32,22,321,0,3,Bowling Green,16.0,39,35,39,19,197,1,1,18.0,-4,1,-7,3,124,-1,2
178,09/09/2000,Purdue,45.0,37,168,54,36,437,1,2,Kent State,10.0,33,129,30,20,190,0,1,35.0,4,39,24,16,247,1,1
179,09/09/2000,Rice,7.0,46,164,11,5,107,0,2,Michigan,38.0,49,230,19,13,166,0,0,-31.0,-3,-66,-8,-8,-59,0,2
180,09/09/2000,Rutgers,59.0,39,187,29,19,266,0,1,Buffalo,0.0,37,-7,45,24,223,1,3,59.0,2,194,-16,-5,43,-1,-2
181,09/09/2000,Southern Cal,17.0,38,158,31,25,275,1,0,Colorado,14.0,38,137,27,17,231,0,1,3.0,0,21,4,8,44,1,-1
182,09/09/2000,South Carolina,21.0,43,133,28,18,154,1,0,Georgia,10.0,28,94,24,10,108,5,0,11.0,15,39,4,8,46,-4,0
183,09/09/2000,San Diego State,13.0,34,99,36,19,151,2,0,Illinois,49.0,44,259,26,19,158,0,2,-36.0,-10,-160,10,0,-7,2,-2
184,09/09/2000,San Jose State,40.0,34,284,30,18,199,0,1,Stanford,27.0,44,241,42,18,373,1,2,13.0,-10,43,-12,0,-174,-1,-1
185,09/09/2000,Southern Methodist,20.0,24,75,46,22,420,2,0,Texas-El Paso,37.0,47,204,19,13,206,0,0,-17.0,-23,-129,27,9,214,2,0
186,09/09/2000,Stanford,27.0,44,241,42,18,373,1,2,San Jose State,40.0,34,284,30,18,199,0,1,-13.0,10,-43,12,0,174,1,1
187,09/09/2000,UL-Lafayette,10.0,42,68,34,17,183,2,0,Texas,52.0,23,87,40,25,403,1,1,-42.0,19,-19,-6,-8,-220,1,-1
188,09/09/2000,Syracuse,10.0,37,105,30,21,221,2,1,Cincinnati,12.0,35,155,35,16,188,0,2,-2.0,2,-50,-5,5,33,2,-1
189,09/09/2000,Texas Christian,41.0,55,317,10,3,53,2,2,Nevada,10.0,36,11,47,23,259,0,1,31.0,19,306,-37,-20,-206,2,1
190,09/09/2000,Temple,10.0,36,104,37,25,339,1,1,Maryland,17.0,36,100,23,11,154,0,3,-7.0,0,4,14,14,185,1,-2
191,09/09/2000,Texas,52.0,23,87,40,25,403,1,1,UL-Lafayette,10.0,42,68,34,17,183,2,0,42.0,-19,19,6,8,220,-1,1
192,09/09/2000,Toledo,51.0,45,205,27,18,201,0,1,Weber State,0.0,35,22,35,17,198,2,3,51.0,10,183,-8,1,3,-2,-2
193,09/09/2000,Texas Tech,13.0,29,80,55,42,238,3,0,North Texas,7.0,33,49,13,6,107,0,2,6.0,-4,31,42,36,131,3,-2
194,09/09/2000,Tulsa,26.0,30,62,49,28,373,1,2,Oklahoma State,36.0,38,247,20,11,166,0,1,-10.0,-8,-185,29,17,207,1,1
195,09/09/2000,Texas A & M,51.0,37,191,25,16,299,0,2,Wyoming,3.0,42,83,32,17,130,1,2,48.0,-5,108,-7,-1,169,-1,0
196,09/09/2000,Alabama-Birmingham,20.0,38,177,28,13,223,2,3,Chattanooga,15.0,29,25,43,24,272,2,1,5.0,9,152,-15,-11,-49,0,2
197,09/09/2000,U.C.L.A.,24.0,48,135,33,17,135,0,0,Fresno State,21.0,23,26,33,20,249,0,1,3.0,25,109,0,-3,-114,0,-1
198,09/09/2000,Nevada-Las Vegas,22.0,47,197,25,9,190,1,1,Iowa State,37.0,42,150,31,16,286,1,0,-15.0,5,47,-6,-7,-96,0,1
199,09/09/2000,Utah,21.0,38,139,31,16,158,1,3,California,24.0,45,120,28,18,209,1,2,-3.0,-7,19,3,-2,-51,0,1
200,09/09/2000,Texas-El Paso,37.0,47,204,19,13,206,0,0,Southern Methodist,20.0,24,75,46,22,420,2,0,17.0,23,129,-27,-9,-214,-2,0
201,09/09/2000,Utah State,30.0,26,29,28,15,225,0,1,Southern Utah,14.0,56,297,24,5,71,3,1,16.0,-30,-268,4,10,154,-3,0
202,09/09/2000,Vanderbilt,10.0,31,85,26,12,172,0,0,Alabama,28.0,42,292,15,6,57,0,0,-18.0,-11,-207,11,6,115,0,0
203,09/09/2000,Virginia,34.0,32,107,28,19,299,0,0,Richmond,6.0,53,228,9,2,13,0,1,28.0,-21,-121,19,17,286,0,-1
204,09/09/2000,Virginia Tech,45.0,36,205,16,9,106,0,1,East Carolina,28.0,39,87,47,23,331,3,0,17.0,-3,118,-31,-14,-225,-3,1
205,09/09/2000,Washington,34.0,46,128,31,18,223,2,1,"Miami, Florida",29.0,33,158,34,15,215,0,3,5.0,13,-30,-3,3,8,2,-2
206,09/09/2000,Wake Forest,14.0,40,-2,34,14,164,0,1,North Carolina,35.0,49,129,13,7,194,0,1,-21.0,-9,-131,21,7,-30,0,0
207,09/09/2000,Wisconsin,27.0,43,302,13,5,65,1,0,Oregon,23.0,25,92,49,22,362,3,0,4.0,18,210,-36,-17,-297,-2,0
208,09/09/2000,Western Michigan,27.0,36,59,31,21,294,1,1,Iowa,21.0,31,49,34,23,314,0,2,6.0,5,10,-3,-2,-20,1,-1
209,09/09/2000,Wyoming,3.0,42,83,32,17,130,1,2,Texas A & M,51.0,37,191,25,16,299,0,2,-48.0,5,-108,7,1,-169,1,0
210,09/16/2000,Akron,35.0,50,279,25,15,228,1,1,Central Florida,24.0,32,126,43,25,306,4,0,11.0,18,153,-18,-10,-78,-3,1
211,09/16/2000,Arkansas State,17.0,28,102,30,17,222,1,0,Memphis,19.0,44,147,23,14,122,0,0,-2.0,-16,-45,7,3,100,1,0
212,09/16/2000,Alabama,0.0,33,95,35,19,122,2,2,Southern Miss,21.0,37,51,23,14,159,1,0,-21.0,-4,44,12,5,-37,1,2
213,09/16/2000,Arizona,17.0,36,185,31,19,200,1,3,San Diego State,3.0,37,72,29,15,124,1,0,14.0,-1,113,2,4,76,0,3
214,09/16/2000,Arkansas,38.0,46,217,28,12,249,1,1,Boise State,31.0,26,74,48,23,304,2,0,7.0,20,143,-20,-11,-55,-1,1
215,09/16/2000,Army,30.0,26,52,41,21,305,0,0,Houston,31.0,46,188,46,29,336,2,2,-1.0,-20,-136,-5,-8,-31,-2,-2
216,09/16/2000,Auburn,34.0,48,196,30,21,225,0,1,Louisiana State,17.0,26,83,30,13,214,1,0,17.0,22,113,0,8,11,-1,1
217,09/16/2000,Arizona State,13.0,48,184,24,11,77,0,0,Colorado State,10.0,34,64,31,14,225,1,1,3.0,14,120,-7,-3,-148,-1,-1
218,09/16/2000,Ball State,0.0,45,46,8,1,5,2,1,Kansas State,76.0,57,322,12,8,192,0,0,-76.0,-12,-276,-4,-7,-187,2,1
219,09/16/2000,Baylor,9.0,26,56,40,15,123,1,1,Minnesota,34.0,58,300,23,15,187,1,1,-25.0,-32,-244,17,0,-64,0,0
220,09/16/2000,Boise State,31.0,26,74,48,23,304,2,0,Arkansas,38.0,46,217,28,12,249,1,1,-7.0,-20,-143,20,11,55,1,-1
221,09/16/2000,Bowling Green,14.0,29,26,28,14,164,0,0,Temple,31.0,38,127,34,24,272,2,0,-17.0,-9,-101,-6,-10,-108,-2,0
222,09/16/2000,Buffalo,21.0,36,101,40,26,259,1,1,Connecticut,24.0,38,139,37,20,199,0,1,-3.0,-2,-38,3,6,60,1,0
223,09/16/2000,Brigham Young,28.0,32,65,50,27,268,2,2,Mississippi State,44.0,33,208,20,13,167,0,2,-16.0,-1,-143,30,14,101,2,0
224,09/16/2000,California,15.0,33,114,32,15,162,0,1,Illinois,17.0,57,222,24,7,112,0,1,-2.0,-24,-108,8,8,50,0,0
225,09/16/2000,Central Florida,24.0,32,126,43,25,306,4,0,Akron,35.0,50,279,25,15,228,1,1,-11.0,-18,-153,18,10,78,3,-1
226,09/16/2000,Cincinnati,25.0,37,113,37,19,238,1,0,Wisconsin,28.0,47,198,21,11,107,0,0,-3.0,-10,-85,16,8,131,1,0
227,09/16/2000,Clemson,55.0,66,436,21,10,187,0,0,Wake Forest,7.0,35,102,17,7,57,0,2,48.0,31,334,4,3,130,0,-2
228,09/16/2000,Central Michigan,10.0,31,43,36,18,240,0,2,Wyoming,31.0,55,321,17,5,47,1,0,-21.0,-24,-278,19,13,193,-1,2
229,09/16/2000,Colorado,14.0,35,70,27,15,173,0,2,Washington,17.0,49,205,29,15,200,2,2,-3.0,-14,-135,-2,0,-27,-2,0
230,09/16/2000,Colorado State,10.0,34,64,31,14,225,1,1,Arizona State,13.0,48,185,24,11,76,0,0,-3.0,-14,-121,7,3,149,1,1
231,09/16/2000,Duke,10.0,34,133,36,18,198,1,0,Virginia,26.0,45,119,30,20,333,0,0,-16.0,-11,14,6,-2,-135,1,0
232,09/16/2000,East Carolina,37.0,44,247,33,13,258,0,0,Tulane,17.0,53,188,35,20,299,0,2,20.0,-9,59,-2,-7,-41,0,-2
233,09/16/2000,Eastern Michigan,6.0,27,43,33,20,149,0,1,South Carolina,41.0,44,336,33,19,240,0,2,-35.0,-17,-293,0,1,-91,0,-1
234,09/16/2000,Florida,27.0,21,39,43,20,290,1,0,Tennessee,23.0,49,203,29,17,140,1,1,4.0,-28,-164,14,3,150,0,-1
235,09/16/2000,Florida State,63.0,41,194,27,15,346,0,0,North Carolina,14.0,44,79,33,16,244,1,3,49.0,-3,115,-6,-1,102,-1,-3
236,09/16/2000,Georgia Tech,40.0,40,139,19,10,166,0,1,Navy,13.0,52,165,40,24,199,0,4,27.0,-12,-26,-21,-14,-33,0,-3
238,09/16/2000,Houston,31.0,46,188,46,29,336,2,2,Army,30.0,26,52,40,20,303,0,0,1.0,20,136,6,9,33,2,2
239,09/16/2000,Iowa State,24.0,46,246,27,18,239,1,0,Iowa,14.0,28,93,41,22,235,1,0,10.0,18,153,-14,-4,4,0,0
240,09/16/2000,Idaho,13.0,25,119,35,15,186,0,2,Oregon,42.0,46,217,30,18,233,0,0,-29.0,-21,-98,5,-3,-47,0,2
241,09/16/2000,Illinois,17.0,57,222,24,7,112,0,1,California,15.0,33,114,32,15,162,0,1,2.0,24,108,-8,-8,-50,0,0
242,09/16/2000,Indiana,34.0,43,232,26,11,143,0,2,Kentucky,41.0,26,79,48,33,339,0,0,-7.0,17,153,-22,-22,-196,0,2
243,09/16/2000,Iowa,14.0,28,93,41,22,235,1,0,Iowa State,24.0,46,246,27,18,239,1,0,-10.0,-18,-153,14,4,-4,0,0
244,09/16/2000,Kansas,23.0,44,209,23,10,152,2,2,Alabama-Birmingham,20.0,51,193,24,10,45,1,0,3.0,-7,16,-1,0,107,1,2
245,09/16/2000,Kent State,20.0,36,97,34,20,178,1,0,Youngstown State,26.0,50,81,15,10,127,0,1,-6.0,-14,16,19,10,51,1,-1
246,09/16/2000,Kansas State,76.0,57,322,12,8,192,0,0,Ball State,0.0,45,46,8,1,5,2,1,76.0,12,276,4,7,187,-2,-1
247,09/16/2000,Kentucky,41.0,26,79,48,33,339,0,0,Indiana,34.0,43,232,26,11,143,0,2,7.0,-17,-153,22,22,196,0,-2
248,09/16/2000,Louisiana State,17.0,26,83,29,12,212,1,0,Auburn,34.0,48,196,30,21,225,0,1,-17.0,-22,-113,-1,-9,-13,1,-1
249,09/16/2000,Louisiana Tech,31.0,38,187,38,26,282,1,1,Stephen F Austin,34.0,47,221,25,14,169,1,0,-3.0,-9,-34,13,12,113,0,1
250,09/16/2000,Michigan State,13.0,46,140,24,10,157,1,1,Missouri,10.0,36,114,31,16,242,0,1,3.0,10,26,-7,-6,-85,1,0
251,09/16/2000,Maryland,17.0,30,71,30,19,215,1,0,West Virginia,30.0,45,276,22,14,165,0,3,-13.0,-15,-205,8,5,50,1,-3
252,09/16/2000,Memphis,19.0,44,147,23,14,122,0,0,Arkansas State,17.0,28,102,30,17,222,1,0,2.0,16,45,-7,-3,-100,-1,0
253,09/16/2000,"Miami, Ohio",16.0,22,132,48,21,236,3,0,Ohio State,27.0,56,273,30,13,194,0,0,-11.0,-34,-141,18,8,42,3,0
254,09/16/2000,Michigan,20.0,46,263,28,8,111,1,1,U.C.L.A.,23.0,39,126,41,22,268,0,3,-3.0,7,137,-13,-14,-157,1,-2
255,09/16/2000,Minnesota,34.0,55,289,20,14,172,1,1,Baylor,9.0,26,56,40,15,123,1,1,25.0,29,233,-20,-1,49,0,0
256,09/16/2000,Mississippi,12.0,37,201,23,14,133,1,0,Vanderbilt,7.0,32,90,45,20,278,2,2,5.0,5,111,-22,-6,-145,-1,-2
257,09/16/2000,Missouri,10.0,36,114,31,16,242,0,1,Michigan State,13.0,46,140,24,10,157,1,1,-3.0,-10,-26,7,6,85,-1,0
258,09/16/2000,Mississippi State,44.0,33,208,20,13,167,0,2,Brigham Young,28.0,32,65,50,27,268,2,2,16.0,1,143,-30,-14,-101,-2,0
259,09/16/2000,Mid Tennessee St,44.0,51,273,35,22,260,1,1,Murray State,28.0,27,62,36,20,225,0,0,16.0,24,211,-1,2,35,1,1
260,09/16/2000,Navy,13.0,52,165,40,24,199,0,4,Georgia Tech,40.0,40,139,19,10,166,0,1,-27.0,12,26,21,14,33,0,3
261,09/16/2000,North Carolina,14.0,44,79,33,16,244,1,3,Florida State,63.0,41,194,27,15,346,0,0,-49.0,3,-115,6,1,-102,1,3
262,09/16/2000,No Carolina State,41.0,25,99,29,18,331,2,1,Southern Methodist,0.0,51,101,31,15,75,4,1,41.0,-26,-2,-2,3,256,-2,0
263,09/16/2000,Notre Dame,23.0,34,78,25,14,158,1,0,Purdue,21.0,43,177,24,13,221,1,1,2.0,-9,-99,1,1,-63,0,-1
264,09/16/2000,UL-Monroe,27.0,38,69,37,25,369,2,1,Nicholls State,21.0,37,156,13,2,0,1,0,6.0,1,-87,24,23,369,1,1
265,09/16/2000,New Mexico,16.0,47,137,15,6,31,0,0,New Mexico State,13.0,42,185,27,10,185,1,2,3.0,5,-48,-12,-4,-154,-1,-2
266,09/16/2000,New Mexico State,13.0,42,185,27,10,185,1,2,New Mexico,16.0,47,137,15,6,31,0,0,-3.0,-5,48,12,4,154,1,2
267,09/16/2000,North Texas,0.0,45,119,37,18,178,0,3,Nevada-Las Vegas,38.0,44,314,15,7,133,0,1,-38.0,1,-195,22,11,45,0,2
268,09/16/2000,Northwestern,14.0,29,113,23,13,145,3,1,Texas Christian,41.0,69,387,12,8,101,1,0,-27.0,-40,-274,11,5,44,2,1
269,09/16/2000,Ohio,52.0,66,429,15,11,168,0,2,Tennessee Tech,14.0,27,95,35,18,180,2,0,38.0,39,334,-20,-7,-12,-2,2
270,09/16/2000,Ohio State,27.0,56,273,30,13,194,0,0,"Miami, Ohio",16.0,22,132,48,21,236,3,0,11.0,34,141,-18,-8,-42,-3,0
271,09/16/2000,Oklahoma State,23.0,41,169,21,10,222,0,1,S W Texas State,0.0,29,36,27,14,105,1,0,23.0,12,133,-6,-4,117,-1,1
272,09/16/2000,Oregon,42.0,46,217,30,18,233,0,0,Idaho,13.0,25,119,35,15,186,0,2,29.0,21,98,-5,3,47,0,-2
273,09/16/2000,Penn State,0.0,33,64,36,18,161,1,1,Pittsburgh,12.0,44,107,19,11,272,1,1,-12.0,-11,-43,17,7,-111,0,0
274,09/16/2000,Pittsburgh,12.0,44,107,19,11,272,1,1,Penn State,0.0,33,64,36,18,161,1,1,12.0,11,43,-17,-7,111,0,0
275,09/16/2000,Purdue,21.0,43,177,24,13,221,1,1,Notre Dame,23.0,34,78,25,14,158,1,0,-2.0,9,99,-1,-1,63,0,1
276,09/16/2000,Rice,16.0,62,335,21,6,82,1,3,Tulsa,23.0,36,73,27,10,194,1,1,-7.0,26,262,-6,-4,-112,0,2
277,09/16/2000,Rutgers,0.0,24,57,49,17,184,4,0,Virginia Tech,49.0,58,348,28,15,179,0,3,-49.0,-34,-291,21,2,5,4,-3
278,09/16/2000,South Carolina,41.0,44,336,33,19,240,0,2,Eastern Michigan,6.0,27,43,33,20,149,0,1,35.0,17,293,0,-1,91,0,1
279,09/16/2000,San Diego State,3.0,37,72,29,15,124,1,0,Arizona,17.0,36,185,31,19,200,1,3,-14.0,1,-113,-2,-4,-76,0,-3
280,09/16/2000,San Jose State,47.0,38,199,21,15,295,2,0,Southern Utah,7.0,62,262,9,6,86,1,2,40.0,-24,-63,12,9,209,1,-2
281,09/16/2000,Southern Miss,21.0,37,51,23,14,159,1,0,Alabama,0.0,33,95,35,19,122,2,2,21.0,4,-44,-12,-5,37,-1,-2
282,09/16/2000,Southern Methodist,0.0,51,101,30,15,75,4,1,No Carolina State,41.0,25,99,29,18,331,2,1,-41.0,26,2,1,-3,-256,2,0
283,09/16/2000,Stanford,27.0,37,60,37,15,255,0,0,Texas,24.0,28,13,46,21,330,2,0,3.0,9,47,-9,-6,-75,-2,0
284,09/16/2000,UL-Lafayette,0.0,34,94,22,11,85,3,0,Texas Tech,26.0,31,101,37,24,240,2,0,-26.0,3,-7,-15,-13,-155,1,0
285,09/16/2000,Texas Christian,41.0,69,387,12,8,101,1,0,Northwestern,14.0,29,113,23,13,145,3,1,27.0,40,274,-11,-5,-44,-2,-1
286,09/16/2000,Temple,31.0,38,127,34,24,272,2,0,Bowling Green,14.0,29,26,28,14,164,0,0,17.0,9,101,6,10,108,2,0
287,09/16/2000,Tennessee,23.0,49,203,29,17,140,1,1,Florida,27.0,21,39,43,20,290,1,0,-4.0,28,164,-14,-3,-150,0,1
288,09/16/2000,Texas,24.0,28,13,46,21,330,2,0,Stanford,27.0,37,60,37,15,255,0,0,-3.0,-9,-47,9,6,75,2,0
289,09/16/2000,Toledo,31.0,45,258,28,11,103,1,0,Eastern Illinois,26.0,29,108,46,25,414,3,2,5.0,16,150,-18,-14,-311,-2,-2
290,09/16/2000,Texas Tech,26.0,31,101,37,24,240,2,0,UL-Lafayette,0.0,34,94,22,11,85,3,0,26.0,-3,7,15,13,155,-1,0
291,09/16/2000,Tulane,17.0,53,188,35,20,299,0,2,East Carolina,37.0,44,247,33,13,258,0,0,-20.0,9,-59,2,7,41,0,2
292,09/16/2000,Tulsa,23.0,36,73,27,10,194,1,1,Rice,16.0,62,335,21,6,82,1,3,7.0,-26,-262,6,4,112,0,-2
293,09/16/2000,Texas A & M,45.0,40,236,29,18,178,1,0,Texas-El Paso,17.0,37,82,31,19,218,1,0,28.0,3,154,-2,-1,-40,0,0
294,09/16/2000,Alabama-Birmingham,20.0,51,193,24,10,45,1,0,Kansas,23.0,44,209,23,10,152,2,2,-3.0,7,-16,1,0,-107,-1,-2
295,09/16/2000,U.C.L.A.,23.0,39,126,41,22,268,0,3,Michigan,20.0,46,263,28,8,111,1,1,3.0,-7,-137,13,14,157,-1,2
296,09/16/2000,Nevada-Las Vegas,38.0,44,314,15,7,133,0,1,North Texas,0.0,42,108,34,17,163,0,3,38.0,2,206,-19,-10,-30,0,-2
297,09/16/2000,Utah,21.0,28,136,43,20,282,1,1,Washington State,38.0,51,213,18,11,211,0,1,-17.0,-23,-77,25,9,71,1,0
298,09/16/2000,Texas-El Paso,17.0,37,82,31,19,218,1,0,Texas A & M,45.0,40,236,28,18,178,1,0,-28.0,-3,-154,3,1,40,0,0
299,09/16/2000,Vanderbilt,7.0,32,90,45,20,278,2,2,Mississippi,12.0,37,201,23,14,133,1,0,-5.0,-5,-111,22,6,145,1,2
300,09/16/2000,Virginia,26.0,45,119,30,20,333,0,0,Duke,10.0,34,133,36,18,198,1,0,16.0,11,-14,-6,2,135,-1,0
301,09/16/2000,Virginia Tech,49.0,58,348,28,15,179,0,3,Rutgers,0.0,24,57,49,17,184,4,0,49.0,34,291,-21,-2,-5,-4,3
302,09/16/2000,Washington,17.0,49,205,29,15,200,2,2,Colorado,14.0,35,69,27,15,174,0,2,3.0,14,136,2,0,26,2,0
303,09/16/2000,Washington State,38.0,51,213,18,11,211,0,1,Utah,21.0,28,136,43,20,282,1,1,17.0,23,77,-25,-9,-71,-1,0
304,09/16/2000,Wake Forest,7.0,35,102,17,7,57,0,2,Clemson,55.0,66,436,21,10,187,0,0,-48.0,-31,-334,-4,-3,-130,0,2
305,09/16/2000,Wisconsin,28.0,47,198,21,11,107,0,0,Cincinnati,25.0,37,113,37,19,238,1,0,3.0,10,85,-16,-8,-131,-1,0
306,09/16/2000,Western Michigan,56.0,52,295,27,14,194,0,0,Indiana State,0.0,41,77,13,6,64,0,2,56.0,11,218,14,8,130,0,-2
307,09/16/2000,West Virginia,30.0,45,276,22,14,165,0,3,Maryland,17.0,30,71,30,19,215,1,0,13.0,15,205,-8,-5,-50,-1,3
308,09/16/2000,Wyoming,31.0,55,321,17,5,47,1,0,Central Michigan,10.0,31,43,36,18,240,0,2,21.0,24,278,-19,-13,-193,1,-2
309,09/23/2000,Air Force,23.0,54,242,11,5,149,0,1,Utah,14.0,41,136,28,16,195,0,0,9.0,13,106,-17,-11,-46,0,1
310,09/23/2000,Akron,23.0,48,133,33,20,258,0,0,Ohio,20.0,46,284,15,4,92,2,1,3.0,2,-151,18,16,166,-2,-1
311,09/23/2000,Arkansas State,3.0,43,86,18,8,65,2,2,Texas Christian,52.0,44,255,18,13,211,1,0,-49.0,-1,-169,0,-5,-146,1,2
312,09/23/2000,Alabama,21.0,57,226,20,8,117,0,1,Arkansas,28.0,29,151,33,20,173,1,1,-7.0,28,75,-13,-12,-56,-1,0
313,09/23/2000,Arkansas,28.0,29,151,33,20,173,1,1,Alabama,21.0,57,226,20,8,117,0,1,7.0,-28,-75,13,12,56,1,0
314,09/23/2000,Army,16.0,30,38,45,31,269,3,1,Memphis,26.0,38,130,34,23,208,1,1,-10.0,-8,-92,11,8,61,2,0
315,09/23/2000,Auburn,31.0,35,189,29,21,222,1,1,Northern Illinois,14.0,42,129,35,17,239,2,1,17.0,-7,60,-6,4,-17,-1,0
316,09/23/2000,Arizona State,44.0,48,131,21,12,374,0,2,Utah State,20.0,32,103,38,17,240,3,1,24.0,16,28,-17,-5,134,-3,1
317,09/23/2000,Baylor,28.0,39,147,29,20,223,0,1,South Florida,13.0,27,173,42,22,236,0,4,15.0,12,-26,-13,-2,-13,0,-3
318,09/23/2000,Boise State,47.0,45,270,31,18,245,0,0,Central Michigan,10.0,31,80,33,19,188,1,1,37.0,14,190,-2,-1,57,-1,-1
319,09/23/2000,Boston College,48.0,47,211,33,24,414,1,0,Navy,7.0,44,112,24,11,111,0,2,41.0,3,99,9,13,303,1,-2
320,09/23/2000,Bowling Green,17.0,50,112,20,5,63,0,0,Buffalo,20.0,31,64,38,24,183,2,1,-3.0,19,48,-18,-19,-120,-2,-1
321,09/23/2000,Buffalo,20.0,31,50,38,24,197,2,1,Bowling Green,17.0,50,112,20,5,63,0,0,3.0,-19,-62,18,19,134,2,1
322,09/23/2000,Brigham Young,10.0,47,196,29,15,157,1,0,Nevada-Las Vegas,7.0,33,41,17,11,202,1,1,3.0,14,155,12,4,-45,0,-1
323,09/23/2000,California,3.0,35,108,36,16,197,2,0,Fresno State,17.0,30,64,41,24,325,1,1,-14.0,5,44,-5,-8,-128,1,-1
324,09/23/2000,Central Florida,52.0,37,112,35,19,278,1,1,William & Mary,7.0,38,66,19,7,71,1,2,45.0,-1,46,16,12,207,0,-1
325,09/23/2000,Cincinnati,6.0,35,114,45,22,239,0,1,Indiana,42.0,46,295,21,10,221,1,1,-36.0,-11,-181,24,12,18,-1,0
326,09/23/2000,Clemson,31.0,43,327,25,15,154,1,3,Virginia,10.0,36,111,39,17,170,1,0,21.0,7,216,-14,-2,-16,0,3
327,09/23/2000,Central Michigan,10.0,31,80,33,19,188,1,1,Boise State,47.0,45,270,31,18,245,0,0,-37.0,-14,-190,2,1,-57,1,1
328,09/23/2000,Duke,7.0,27,66,36,18,163,2,1,Vanderbilt,26.0,34,174,40,23,266,1,1,-19.0,-7,-108,-4,-5,-103,1,0
329,09/23/2000,East Carolina,34.0,39,177,17,8,201,0,0,Syracuse,17.0,48,247,22,12,179,2,0,17.0,-9,-70,-5,-4,22,-2,0
330,09/23/2000,Eastern Michigan,40.0,36,132,50,34,364,1,1,Temple,49.0,39,298,16,10,163,0,1,-9.0,-3,-166,34,24,201,1,0
331,09/23/2000,Florida,59.0,35,190,27,15,262,0,0,Kentucky,31.0,29,141,60,35,363,2,2,28.0,6,49,-33,-20,-101,-2,-2
332,09/23/2000,Fresno State,17.0,30,64,41,24,325,1,1,California,3.0,35,108,36,16,197,2,0,14.0,-5,-44,5,8,128,-1,1
333,09/23/2000,Florida State,31.0,48,235,34,23,274,3,2,Louisville,0.0,21,3,45,24,207,1,1,31.0,27,232,-11,-1,67,2,1
334,09/23/2000,Georgia,37.0,42,237,25,13,191,1,0,New Mexico State,0.0,41,102,21,9,82,0,0,37.0,1,135,4,4,109,1,0
335,09/23/2000,Georgia Tech,23.0,42,141,43,24,226,1,2,No Carolina State,30.0,31,66,36,21,262,2,0,-7.0,11,75,7,3,-36,-1,2
336,09/23/2000,Hawaii,7.0,25,53,50,15,211,2,1,Texas-El Paso,39.0,47,140,34,18,265,1,3,-32.0,-22,-87,16,-3,-54,1,-2
337,09/23/2000,Houston,0.0,30,13,40,19,185,2,3,Texas,48.0,32,96,37,22,253,3,1,-48.0,-2,-83,3,-3,-68,-1,2
338,09/23/2000,Idaho,38.0,44,216,36,22,246,3,1,Washington State,34.0,36,183,32,16,292,0,2,4.0,8,33,4,6,-46,3,-1
339,09/23/2000,Illinois,31.0,32,95,38,27,352,0,2,Michigan,35.0,55,341,28,12,172,0,0,-4.0,-23,-246,10,15,180,0,2
340,09/23/2000,Indiana,42.0,46,295,21,10,221,1,1,Cincinnati,6.0,35,114,45,22,239,0,1,36.0,11,181,-24,-12,-18,1,0
