,Unnamed: 0,Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,Site,Line ,ScoreDiff,RushAttDiff,RushYdsDiff,PassAttDiff,PassCompDiff,PassYdsDiff,PassIntDiff,FumblesDiff,season
152,152,09/06/2008,Indiana,45,53,254,28,21,222,0,1,Murray State,3,27,28,28,19,121,1,2,H, ,42,26,226,0,2,101,-1,-1,2008
153,153,09/06/2008,Iowa,42,41,241,25,17,271,1,1,Florida Intl,0,27,56,36,19,162,2,1,H,27,42,14,185,-11,-2,109,-1,0,2008
154,154,09/06/2008,Iowa State,48,45,160,21,15,214,0,1,Kent State,28,43,243,24,11,167,0,4,H,8,20,2,-83,-3,4,47,0,-3,2008
155,155,09/06/2008,Kansas,29,33,126,38,32,412,0,0,Louisiana Tech,0,27,148,33,12,119,1,0,H,22,29,6,-22,5,20,293,-1,0,2008
156,156,09/06/2008,Kansas State,69,43,177,23,17,304,0,0,Montana State,10,36,83,35,17,108,2,2,H, ,59,7,94,-12,0,196,-2,-2,2008
157,157,09/06/2008,Kent State,28,43,243,24,11,167,0,4,Iowa State,48,45,160,21,15,214,0,1,V,-8,-20,-2,83,3,-4,-47,0,3,2008
158,158,09/06/2008,Kentucky,38,44,297,26,15,147,1,1,Norfolk State,3,29,67,24,9,97,1,0,H, ,35,15,230,2,6,50,0,1,2008
159,159,09/06/2008,Louisiana Tech,0,27,148,33,12,119,1,0,Kansas,29,33,126,38,32,412,0,0,V,-22,-29,-6,22,-5,-20,-293,1,0,2008
160,160,09/06/2008,Louisville,51,43,234,26,17,217,0,2,Tennessee Tech,10,22,33,33,20,143,2,2,H, ,41,21,201,-7,-3,74,-2,0,2008
161,161,09/06/2008,Marshall,14,29,75,46,24,239,3,0,Wisconsin,51,40,158,27,18,329,0,1,V,-21,-37,-11,-83,19,6,-90,3,-1,2008
162,162,09/06/2008,Maryland,14,25,146,29,14,211,3,0,Middle Tennessee,24,41,118,41,29,284,0,1,V,12.5,-10,-16,28,-12,-15,-73,3,-1,2008
163,163,09/06/2008,Memphis,35,37,150,39,29,373,2,0,Rice,42,27,112,44,26,318,2,0,H,3,-7,10,38,-5,3,55,0,0,2008
164,164,09/06/2008,Miami-Florida,3,37,61,22,12,79,0,0,Florida,26,27,89,35,21,256,0,0,V,-23,-23,10,-28,-13,-9,-177,0,0,2008
165,165,09/06/2008,Miami-Ohio,6,32,47,40,23,205,0,1,Michigan,16,35,178,18,10,103,0,0,V,-14.5,-10,-3,-131,22,13,102,0,1,2008
166,166,09/06/2008,Michigan,16,35,178,18,10,103,0,0,Miami-Ohio,6,32,47,40,23,205,0,1,H,14.5,10,3,131,-22,-13,-102,0,-1,2008
167,167,09/06/2008,Michigan State,42,52,238,16,11,180,0,1,Eastern Michigan,10,28,127,31,14,215,0,0,H,21,32,24,111,-15,-3,-35,0,1,2008
168,168,09/06/2008,Middle Tennessee,24,41,118,41,29,284,0,1,Maryland,14,25,146,29,14,211,3,0,H,-12.5,10,16,-28,12,15,73,-3,1,2008
169,169,09/06/2008,Minnesota,42,45,164,25,21,233,0,0,Bowling Green,17,26,128,45,29,261,1,4,V,-5,25,19,36,-20,-8,-28,-1,-4,2008
170,170,09/06/2008,Mississippi,28,29,107,33,20,253,2,1,Wake Forest,30,31,81,43,32,267,0,1,V,-7,-2,-2,26,-10,-12,-14,2,0,2008
171,171,09/06/2008,Mississippi State,34,46,216,27,18,185,0,2,S E Louisiana,10,27,33,20,7,115,0,1,H, ,24,19,183,7,11,70,0,1,2008
172,172,09/06/2008,Missouri,52,36,256,33,26,336,0,0,S E Missouri St,3,28,84,53,26,250,1,1,H, ,49,8,172,-20,0,86,-1,-1,2008
173,173,09/06/2008,Nebraska,35,30,99,27,18,216,1,1,San Jose State,12,34,137,33,19,216,2,0,H,26.5,23,-4,-38,-6,-1,0,-1,1,2008
174,174,09/06/2008,Nevada-Las Vegas,21,35,129,30,19,159,0,0,Utah,42,36,225,25,16,215,1,0,V,-21.5,-21,-1,-96,5,3,-56,-1,0,2008
175,175,09/06/2008,Nevada-Reno,19,47,224,35,24,264,1,1,Texas Tech,35,22,124,46,19,297,2,0,H,-10,-16,25,100,-11,5,-33,-1,1,2008
176,176,09/06/2008,New Mexico,22,38,216,38,22,154,2,2,Texas A+M,28,39,92,24,13,144,0,1,H,-2,-6,-1,124,14,9,10,2,1,2008
177,177,09/06/2008,No Carolina State,34,30,67,36,21,258,2,0,William + Mary,24,33,115,37,19,188,2,2,H, ,10,-3,-48,-1,2,70,0,-2,2008
178,178,09/06/2008,North Texas,26,34,203,45,30,247,0,2,Tulsa,56,35,135,35,27,420,0,0,H,-22,-30,-1,68,10,3,-173,0,2,2008
179,179,09/06/2008,Northern Illinois,26,44,142,33,18,297,1,1,Western Michigan,29,32,198,30,21,186,0,2,V,-6,-3,12,-56,3,-3,111,1,-1,2008
180,180,09/06/2008,Northwestern,24,27,77,33,15,251,0,0,Duke,20,44,178,47,29,294,0,1,V,6.5,4,-17,-101,-14,-14,-43,0,-1,2008
181,181,09/06/2008,Notre Dame,21,34,105,34,21,237,2,2,San Diego State,13,15,71,59,29,274,1,1,H,21.5,8,19,34,-25,-8,-37,1,1,2008
182,182,09/06/2008,Ohio,14,31,145,34,12,109,4,1,Ohio State,26,40,162,28,16,110,0,1,V,-34.5,-12,-9,-17,6,-4,-1,4,0,2008
183,183,09/06/2008,Ohio State,26,40,162,28,16,110,0,1,Ohio,14,31,145,34,12,109,4,1,H,34.5,12,9,17,-6,4,1,-4,0,2008
184,184,09/06/2008,Oklahoma,52,44,197,38,29,395,2,0,Cincinnati,26,29,87,42,22,239,2,0,H,22.5,26,15,110,-4,7,156,0,0,2008
185,185,09/06/2008,Oklahoma State,56,51,379,21,14,320,2,1,Houston,37,22,96,62,35,387,0,1,H,15.5,19,29,283,-41,-21,-67,2,0,2008
186,186,09/06/2008,Oregon,66,53,408,35,24,280,1,1,Utah State,24,31,88,35,23,218,0,0,H,36,42,22,320,0,1,62,1,1,2008
187,187,09/06/2008,Oregon State,14,32,92,41,25,250,2,0,Penn State,45,38,239,27,14,215,0,1,V,-15,-31,-6,-147,14,11,35,2,-1,2008
188,188,09/06/2008,Penn State,45,38,239,27,14,215,0,1,Oregon State,14,32,92,41,25,250,2,0,H,15,31,6,147,-14,-11,-35,-2,1,2008
189,189,09/06/2008,Pittsburgh,27,31,111,34,22,241,1,0,Buffalo,16,32,125,34,21,223,1,0,H,13.5,11,-1,-14,0,1,18,0,0,2008
190,190,09/06/2008,Purdue,42,26,116,28,15,286,0,1,Northern Colorado,10,37,122,42,27,216,0,0,H, ,32,-11,-6,-14,-12,70,0,1,2008
191,191,09/06/2008,Rice,42,27,112,44,26,318,2,0,Memphis,35,37,150,39,29,373,2,0,V,-3,7,-10,-38,5,-3,-55,0,0,2008
192,192,09/06/2008,S-M-U,47,17,61,37,24,370,0,0,Texas State,36,47,233,31,20,232,2,3,H, ,11,-30,-172,6,4,138,-2,-3,2008
193,193,09/06/2008,San Diego State,13,15,71,59,29,274,1,1,Notre Dame,21,34,105,34,21,237,2,2,V,-21.5,-8,-19,-34,25,8,37,-1,-1,2008
194,194,09/06/2008,San Jose State,12,34,137,33,19,216,2,0,Nebraska,35,30,99,27,18,216,1,1,V,-26.5,-23,4,38,6,1,0,1,-1,2008
195,195,09/06/2008,South Florida,31,44,158,41,23,346,2,0,U-C-F,24,28,76,32,17,150,0,0,V,13.5,7,16,82,9,6,196,2,0,2008
196,196,09/06/2008,Southern Miss,13,27,37,50,33,268,2,1,Auburn,27,41,132,34,21,248,1,3,V,-19.5,-14,-14,-95,16,12,20,1,-2,2008
197,197,09/06/2008,Stanford,17,30,113,31,14,120,3,0,Arizona State,41,36,127,36,27,345,1,1,V,-14.5,-24,-6,-14,-5,-13,-225,2,-1,2008
198,198,09/06/2008,Syracuse,28,43,218,20,13,135,1,1,Akron,42,46,218,26,20,260,1,0,H,4.5,-14,-3,0,-6,-7,-125,0,1,2008
199,199,09/06/2008,Temple,9,34,128,28,11,170,2,0,Connecticut,12,55,293,22,10,86,1,1,H,-6.5,-3,-21,-165,6,1,84,1,-1,2008
200,200,09/06/2008,Texas,42,31,122,29,20,282,1,0,UTEP,13,31,145,46,25,267,0,1,V,26.5,29,0,-23,-17,-5,15,1,-1,2008
201,201,09/06/2008,Texas A+M,28,39,92,24,13,144,0,1,New Mexico,22,38,216,38,22,154,2,2,V,2,6,1,-124,-14,-9,-10,-2,-1,2008
202,202,09/06/2008,Texas Christian,67,58,320,24,17,205,0,0,Stephen F Austin,7,17,3,40,21,140,3,1,H, ,60,41,317,-16,-4,65,-3,-1,2008
203,203,09/06/2008,Texas Tech,35,22,124,46,19,297,2,0,Nevada-Reno,19,47,224,35,24,264,1,1,V,10,16,-25,-100,11,-5,33,1,-1,2008
204,204,09/06/2008,Toledo,16,24,74,31,21,170,0,0,Arizona,41,33,153,34,26,299,0,1,V,-23.5,-25,-9,-79,-3,-5,-129,0,-1,2008
205,205,09/06/2008,Tulane,6,32,86,50,29,232,0,0,Alabama,20,26,99,23,11,73,0,1,V,-29.5,-14,6,-13,27,18,159,0,-1,2008
206,206,09/06/2008,Tulsa,56,35,135,35,27,420,0,0,North Texas,26,34,203,45,30,247,0,2,V,22,30,1,-68,-10,-3,173,0,-2,2008
207,207,09/06/2008,U-A-B,34,35,156,48,26,326,0,0,Florida Atlantic,49,25,196,35,22,358,0,1,V,-14,-15,10,-40,13,4,-32,0,-1,2008
208,208,09/06/2008,U-C-F,24,28,76,32,17,150,0,0,South Florida,31,44,158,41,23,346,2,0,H,-13.5,-7,-16,-82,-9,-6,-196,-2,0,2008
209,209,09/06/2008,UL-Monroe,27,26,71,40,23,270,0,0,Arkansas,28,36,183,34,22,323,0,0,V,-14,-1,-10,-112,6,1,-53,0,0,2008
210,210,09/06/2008,UTEP,13,31,145,46,25,267,0,1,Texas,42,31,122,29,20,282,1,0,H,-26.5,-29,0,23,17,5,-15,-1,1,2008
211,211,09/06/2008,Utah,42,36,225,25,16,215,1,0,Nevada-Las Vegas,21,35,129,30,19,159,0,0,H,21.5,21,1,96,-5,-3,56,1,0,2008
212,212,09/06/2008,Utah State,24,31,88,35,23,218,0,0,Oregon,66,53,408,35,24,280,1,1,V,-36,-42,-22,-320,0,-1,-62,-1,-1,2008
213,213,09/06/2008,Virginia,16,38,91,39,21,204,2,0,Richmond,0,26,9,35,17,185,2,1,H, ,16,12,82,4,4,19,0,-1,2008
214,214,09/06/2008,Virginia Tech,24,48,261,13,7,68,1,0,Furman,7,20,34,37,21,213,1,1,H, ,17,28,227,-24,-14,-145,0,-1,2008
215,215,09/06/2008,Wake Forest,30,31,81,43,32,267,0,1,Mississippi,28,29,107,33,20,253,2,1,H,7,2,2,-26,10,12,14,-2,0,2008
216,216,09/06/2008,Washington,27,35,133,32,17,204,0,0,Brigham Young,28,28,137,41,30,338,1,1,H,-8,-1,7,-4,-9,-13,-134,-1,-1,2008
217,217,09/06/2008,Washington State,3,35,57,30,13,110,4,0,California,66,40,391,24,14,114,0,1,H,-13.5,-63,-5,-334,6,-1,-4,4,-1,2008
218,218,09/06/2008,West Virginia,3,36,179,18,11,72,0,2,East Carolina,24,42,143,29,23,243,0,0,V,7.5,-21,-6,36,-11,-12,-171,0,2,2008
219,219,09/06/2008,Western Kentucky,37,60,248,25,14,134,0,0,Eastern Kentucky,13,15,20,40,24,228,0,1,V, ,24,45,228,-15,-10,-94,0,-1,2008
220,220,09/06/2008,Western Michigan,29,32,198,30,21,186,0,2,Northern Illinois,26,44,142,33,18,297,1,1,H,6,3,-12,56,-3,3,-111,-1,1,2008
221,221,09/06/2008,Wisconsin,51,40,158,27,18,329,0,1,Marshall,14,29,75,46,24,239,3,0,H,21,37,11,83,-19,-6,90,-3,1,2008
222,222,09/06/2008,Wyoming,3,33,140,22,8,76,1,4,Air Force,23,63,261,4,3,15,1,0,H,3,-20,-30,-121,18,5,61,0,4,2008
223,223,09/11/2008,North Carolina,44,38,157,23,14,221,0,0,Rutgers,12,29,140,43,25,243,4,0,V,-6,32,9,17,-20,-11,-22,-4,0,2008
224,224,09/11/2008,Rutgers,12,29,140,43,25,243,4,0,North Carolina,44,38,157,23,14,221,0,0,H,6,-32,-9,-17,20,11,22,4,0,2008
225,225,09/12/2008,Baylor,45,42,426,16,7,129,0,0,Washington State,17,39,77,38,23,263,2,3,H,6.5,28,3,349,-22,-16,-134,-2,-3,2008
226,226,09/12/2008,Kansas,34,21,61,51,34,373,1,0,South Florida,37,29,120,45,32,338,0,0,V,-4.5,-3,-8,-59,6,2,35,1,0,2008
227,227,09/12/2008,South Florida,37,29,120,45,32,338,0,0,Kansas,34,21,61,51,34,373,1,0,H,4.5,3,8,59,-6,-2,-35,-1,0,2008
228,228,09/12/2008,UL-Monroe,37,40,244,27,15,211,0,0,Alabama A+M,15,28,67,30,17,266,0,3,H, ,22,12,177,-3,-2,-55,0,-3,2008
229,229,09/12/2008,Washington State,17,39,77,38,23,263,2,3,Baylor,45,42,426,16,7,129,0,0,V,-6.5,-28,-3,-349,22,16,134,2,3,2008
230,230,09/13/2008,Air Force,31,71,380,7,0,0,0,0,Houston,28,28,172,57,34,362,1,1,N,-4,3,43,208,-50,-34,-362,-1,-1,2008
231,231,09/13/2008,Akron,24,28,119,45,22,299,4,1,Ball State,41,44,191,36,24,300,1,1,H,-7,-17,-16,-72,9,-2,-1,3,0,2008
232,232,09/13/2008,Alabama,41,49,281,33,21,276,1,1,Western Kentucky,7,22,42,26,14,116,1,1,H,28,34,27,239,7,7,160,0,0,2008
233,233,09/13/2008,Arizona,28,24,67,50,27,321,2,3,New Mexico,36,47,221,18,14,114,1,0,V,10.5,-8,-23,-154,32,13,207,1,3,2008
234,234,09/13/2008,Arizona State,20,36,131,23,13,242,1,0,Nevada-Las Vegas,23,37,135,36,22,210,0,0,H,23.5,-3,-1,-4,-13,-9,32,1,0,2008
235,235,09/13/2008,Arkansas State,24,35,191,35,17,256,1,1,Southern Miss,27,41,129,31,18,219,0,1,H,2.5,-3,-6,62,4,-1,37,1,0,2008
236,236,09/13/2008,Auburn,3,45,161,26,14,154,0,3,Mississippi State,2,30,38,25,10,78,1,0,V,10,1,15,123,1,4,76,-1,3,2008
237,237,09/13/2008,Ball State,41,44,191,36,24,300,1,1,Akron,24,28,119,45,22,299,4,1,V,7,17,16,72,-9,2,1,-3,0,2008
238,238,09/13/2008,Boise State,20,33,160,23,18,180,0,1,Bowling Green,7,36,103,36,22,204,1,2,H,16.5,13,-3,57,-13,-4,-24,-1,-1,2008
239,239,09/13/2008,Bowling Green,7,36,103,36,22,204,1,2,Boise State,20,33,160,23,18,180,0,1,V,-16.5,-13,3,-57,13,4,24,1,1,2008
240,240,09/13/2008,Brigham Young,59,45,184,40,31,337,1,0,U.C.L.A.,0,16,9,39,23,230,1,3,H,7.5,59,29,175,1,8,107,0,-3,2008
241,241,09/13/2008,Buffalo,30,31,101,42,29,348,1,1,Temple,28,27,104,33,24,285,0,1,H,6.5,2,4,-3,9,5,63,1,0,2008
242,242,09/13/2008,California,27,23,38,60,33,423,1,0,Maryland,35,47,141,20,15,156,0,2,V,14.5,-8,-24,-103,40,18,267,1,-2,2008
243,243,09/13/2008,Central Michigan,31,33,70,42,28,361,0,0,Ohio,28,35,148,33,17,365,0,2,V,3,3,-2,-78,9,11,-4,0,-2,2008
244,244,09/13/2008,Clemson,27,29,166,28,20,262,1,1,No Carolina State,9,39,136,30,15,152,2,0,H,18.5,18,-10,30,-2,5,110,-1,1,2008
245,245,09/13/2008,Connecticut,45,53,382,15,13,124,0,0,Virginia,10,14,31,38,25,188,2,0,H,11,35,39,351,-23,-12,-64,-2,0,2008
246,246,09/13/2008,Duke,41,34,79,36,25,317,0,1,Navy,31,46,207,10,8,150,1,1,H,2,10,-12,-128,26,17,167,-1,0,2008
247,247,09/13/2008,East Carolina,28,30,56,32,22,260,1,3,Tulane,24,37,76,37,21,236,2,0,V,13,4,-7,-20,-5,1,24,-1,3,2008
248,248,09/13/2008,Eastern Michigan,17,47,134,23,13,131,2,3,Toledo,41,36,233,18,8,114,1,2,H,2,-24,11,-99,5,5,17,1,1,2008
249,249,09/13/2008,Florida Atlantic,0,27,82,34,8,143,0,2,Michigan State,17,58,259,15,5,88,1,1,V,-17,-17,-31,-177,19,3,55,-1,1,2008
250,250,09/13/2008,Florida State,46,32,197,36,22,297,0,1,Chattanooga,7,31,29,18,10,135,0,1,H, ,39,1,168,18,12,162,0,0,2008
251,251,09/13/2008,Fresno State,10,33,118,27,15,225,1,1,Wisconsin,13,39,154,26,13,150,0,0,H,-2,-3,-6,-36,1,2,75,1,1,2008
252,252,09/13/2008,Georgia,14,35,106,25,15,146,0,0,South Carolina,7,16,18,40,23,271,1,1,V,7.5,7,19,88,-15,-8,-125,-1,-1,2008
253,253,09/13/2008,Georgia Tech,17,50,278,9,5,109,1,2,Virginia Tech,20,46,199,15,9,48,0,0,V,-6.5,-3,4,79,-6,-4,61,1,2,2008
254,254,09/13/2008,Hawaii,7,20,57,35,16,154,3,0,Oregon State,45,50,217,36,20,268,0,0,V,-13,-38,-30,-160,-1,-4,-114,3,0,2008
255,255,09/13/2008,Houston,28,28,172,57,34,362,1,1,Air Force,31,71,380,7,0,0,0,0,N,4,-3,-43,-208,50,34,362,1,1,2008
256,256,09/13/2008,Idaho,28,42,121,39,25,334,1,1,Western Michigan,51,25,175,31,23,241,0,0,H,-8,-23,17,-54,8,2,93,1,1,2008
257,257,09/13/2008,Illinois,20,44,194,25,13,147,1,0,UL-Lafayette,17,34,87,35,25,200,0,2,H,25.5,3,10,107,-10,-12,-53,1,-2,2008
258,258,09/13/2008,Iowa,17,31,122,19,9,122,2,0,Iowa State,5,27,73,40,24,252,3,0,H,13.5,12,4,49,-21,-15,-130,-1,0,2008
259,259,09/13/2008,Iowa State,5,27,73,40,24,252,3,0,Iowa,17,31,122,19,9,122,2,0,V,-13.5,-12,-4,-49,21,15,130,1,0,2008
260,260,09/13/2008,Kent State,24,44,215,25,13,178,2,1,Delaware State,3,30,99,39,24,247,1,0,H, ,21,14,116,-14,-11,-69,1,1,2008
261,261,09/13/2008,Kentucky,20,35,102,48,28,254,0,1,Middle Tennessee,14,23,31,37,21,352,1,1,H,17.5,6,12,71,11,7,-98,-1,0,2008
262,262,09/13/2008,Louisiana State,41,28,216,36,20,209,1,0,North Texas,3,18,44,43,23,155,1,0,H,41.5,38,10,172,-7,-3,54,0,0,2008
263,263,09/13/2008,Marshall,17,33,179,29,14,224,0,0,Memphis,16,29,94,54,29,368,0,1,H,4,1,4,85,-25,-15,-144,0,-1,2008
264,264,09/13/2008,Maryland,35,47,141,20,15,156,0,2,California,27,23,38,60,33,423,1,0,H,-14.5,8,24,103,-40,-18,-267,-1,2,2008
265,265,09/13/2008,Memphis,16,29,94,54,29,368,0,1,Marshall,17,33,179,29,14,224,0,0,V,-4,-1,-4,-85,25,15,144,0,1,2008
266,266,09/13/2008,Miami-Ohio,38,38,102,30,19,305,1,2,Charleston Southern,27,29,71,40,26,257,2,1,H, ,11,9,31,-10,-7,48,-1,1,2008
267,267,09/13/2008,Michigan,17,42,159,28,19,229,2,4,Notre Dame,35,34,113,21,10,147,2,0,V,2,-18,8,46,7,9,82,0,4,2008
268,268,09/13/2008,Michigan State,17,58,259,15,5,88,1,1,Florida Atlantic,0,27,82,34,8,143,0,2,H,17,17,31,177,-19,-3,-55,1,-1,2008
269,269,09/13/2008,Middle Tennessee,14,23,31,37,21,352,1,1,Kentucky,20,35,102,48,28,254,0,1,V,-17.5,-6,-12,-71,-11,-7,98,1,0,2008
270,270,09/13/2008,Minnesota,35,39,151,24,15,201,0,0,Montana State,23,39,138,39,16,218,3,0,H, ,12,0,13,-15,-1,-17,-3,0,2008
271,271,09/13/2008,Mississippi,34,37,196,25,14,228,2,0,Samford,10,41,74,25,16,124,0,0,H, ,24,-4,122,0,-2,104,2,0,2008
272,272,09/13/2008,Mississippi State,2,30,38,25,10,78,1,0,Auburn,3,45,161,26,14,154,0,3,H,-10,-1,-15,-123,-1,-4,-76,1,-3,2008
273,273,09/13/2008,Missouri,69,29,132,36,27,519,0,0,Nevada-Reno,17,44,182,40,21,180,1,0,H,26.5,52,-15,-50,-4,6,339,-1,0,2008
274,274,09/13/2008,Navy,31,46,207,10,8,150,1,1,Duke,41,34,79,36,25,317,0,1,V,-2,-10,12,128,-26,-17,-167,1,0,2008
275,275,09/13/2008,Nebraska,38,44,330,24,18,223,0,1,New Mexico State,7,30,88,41,21,251,2,0,H,25.5,31,14,242,-17,-3,-28,-2,1,2008
276,276,09/13/2008,Nevada-Las Vegas,23,37,135,36,22,210,0,0,Arizona State,20,36,131,23,13,242,1,0,V,-23.5,3,1,4,13,9,-32,-1,0,2008
277,277,09/13/2008,Nevada-Reno,17,44,182,39,20,180,1,0,Missouri,69,29,132,36,27,519,0,0,V,-26.5,-52,15,50,3,-7,-339,1,0,2008
278,278,09/13/2008,New Mexico,36,47,221,18,14,114,1,0,Arizona,28,24,67,50,27,321,2,4,H,-10.5,8,23,154,-32,-13,-207,-1,-4,2008
279,279,09/13/2008,New Mexico State,7,32,114,39,19,225,2,0,Nebraska,38,44,330,24,18,223,0,1,V,-25.5,-31,-12,-216,15,1,2,2,-1,2008
280,280,09/13/2008,No Carolina State,9,39,136,29,15,152,2,0,Clemson,27,29,166,28,20,262,1,1,V,-18.5,-18,10,-30,1,-5,-110,1,-1,2008
281,281,09/13/2008,North Texas,3,18,44,43,23,155,1,0,Louisiana State,41,28,216,36,20,209,1,0,V,-41.5,-38,-10,-172,7,3,-54,0,0,2008
282,282,09/13/2008,Northwestern,33,34,148,31,22,185,0,0,Southern Illinois,7,32,85,32,19,178,0,0,H, ,26,2,63,-1,3,7,0,0,2008
283,283,09/13/2008,Notre Dame,35,34,113,21,10,147,2,0,Michigan,17,42,159,28,19,229,2,4,H,-2,18,-8,-46,-7,-9,-82,0,-4,2008
284,284,09/13/2008,Ohio,28,35,148,33,17,365,0,2,Central Michigan,31,33,70,42,28,361,0,0,H,-3,-3,2,78,-9,-11,4,0,2,2008
285,285,09/13/2008,Ohio State,3,34,71,30,21,136,2,1,Southern Cal,35,32,164,30,18,184,1,0,V,-11.5,-32,2,-93,0,3,-48,1,1,2008
286,286,09/13/2008,Oklahoma,55,47,274,24,19,317,0,0,Washington,14,34,87,38,23,249,0,3,V,21,41,13,187,-14,-4,68,0,-3,2008
287,287,09/13/2008,Oklahoma State,57,56,450,10,5,122,0,1,Missouri State,13,48,173,18,4,23,0,1,H, ,44,8,277,-8,1,99,0,0,2008
288,288,09/13/2008,Oregon,32,43,306,48,20,197,2,2,Purdue,26,45,201,50,26,207,2,1,V,8,6,-2,105,-2,-6,-10,0,1,2008
289,289,09/13/2008,Oregon State,45,50,217,36,20,268,0,0,Hawaii,7,20,57,35,16,154,3,0,H,13,38,30,160,1,4,114,-3,0,2008
290,290,09/13/2008,Penn State,55,43,216,39,20,344,0,2,Syracuse,13,25,49,35,13,110,1,1,V,28,42,18,167,4,7,234,-1,1,2008
291,291,09/13/2008,Purdue,26,45,201,50,26,207,2,1,Oregon,32,43,306,48,20,197,2,2,H,-8,-6,2,-105,2,6,10,0,-1,2008
292,292,09/13/2008,Rice,21,34,108,40,25,299,1,1,Vanderbilt,38,43,273,16,7,71,0,0,V,-8.5,-17,-9,-165,24,18,228,1,1,2008
293,293,09/13/2008,S-M-U,7,23,61,37,18,213,5,0,Texas Tech,43,27,180,55,37,513,0,1,V,-36,-36,-4,-119,-18,-19,-300,5,-1,2008
294,294,09/13/2008,San Diego State,10,17,6,29,10,140,0,1,San Jose State,35,55,293,27,21,183,1,0,V,-6,-25,-38,-287,2,-11,-43,-1,1,2008
295,295,09/13/2008,San Jose State,35,53,267,29,23,209,1,0,San Diego State,10,17,6,29,10,140,0,1,H,6,25,36,261,0,13,69,1,-1,2008
296,296,09/13/2008,South Carolina,7,16,18,40,23,271,1,1,Georgia,14,35,106,25,15,146,0,0,H,-7.5,-7,-19,-88,15,8,125,1,1,2008
297,297,09/13/2008,Southern Cal,35,32,164,30,18,184,1,0,Ohio State,3,34,71,30,21,136,2,1,H,11.5,32,-2,93,0,-3,48,-1,-1,2008
298,298,09/13/2008,Southern Miss,27,41,129,31,18,219,0,1,Arkansas State,24,35,191,35,17,256,1,1,V,-2.5,3,6,-62,-4,1,-37,-1,0,2008
299,299,09/13/2008,Stanford,14,29,71,21,11,122,1,2,Texas Christian,31,53,233,36,20,145,0,0,V,-14,-17,-24,-162,-15,-9,-23,1,2,2008
300,300,09/13/2008,Syracuse,13,25,49,35,13,110,1,1,Penn State,55,43,216,39,20,344,0,2,H,-28,-42,-18,-167,-4,-7,-234,1,-1,2008
301,301,09/13/2008,Temple,28,27,104,33,24,285,0,1,Buffalo,30,31,101,42,29,348,1,1,V,-6.5,-2,-4,3,-9,-5,-63,-1,0,2008
302,302,09/13/2008,Tennessee,35,41,266,33,20,282,2,0,U-A-B,3,26,108,34,19,167,3,0,H,30.5,32,15,158,-1,1,115,-1,0,2008
303,303,09/13/2008,Texas Christian,31,53,233,36,20,145,0,0,Stanford,14,29,71,21,11,122,1,2,H,14,17,24,162,15,9,23,-1,-2,2008
304,304,09/13/2008,Texas Tech,43,27,180,55,37,513,0,1,S-M-U,7,23,61,36,17,213,5,0,H,36,36,4,119,19,20,300,-5,1,2008
305,305,09/13/2008,Toledo,41,36,233,18,8,114,1,2,Eastern Michigan,17,47,134,23,13,131,2,3,V,-2,24,-11,99,-5,-5,-17,-1,-1,2008
306,306,09/13/2008,Troy,65,50,315,57,37,421,2,2,Alcorn State,0,24,72,37,12,48,6,1,H, ,65,26,243,20,25,373,-4,1,2008
307,307,09/13/2008,Tulane,24,37,76,37,21,236,2,0,East Carolina,28,30,56,32,22,260,1,3,H,-13,-4,7,20,5,-1,-24,1,-3,2008
308,308,09/13/2008,U-A-B,3,26,108,34,19,167,3,0,Tennessee,35,41,266,33,20,282,2,0,V,-30.5,-32,-15,-158,1,-1,-115,1,0,2008
309,309,09/13/2008,U.C.L.A.,0,16,9,39,23,230,1,3,Brigham Young,59,45,184,40,31,337,1,0,V,-7.5,-59,-29,-175,-1,-8,-107,0,3,2008
310,310,09/13/2008,UL-Lafayette,17,34,87,35,25,200,0,2,Illinois,20,44,194,25,13,147,1,0,V,-25.5,-3,-10,-107,10,12,53,-1,2,2008
311,311,09/13/2008,Utah,58,48,233,32,23,213,1,2,Utah State,10,25,27,23,9,89,1,2,V,24,48,23,206,9,14,124,0,0,2008
312,312,09/13/2008,Utah State,10,25,27,23,9,89,1,2,Utah,58,48,233,32,23,213,1,2,H,-24,-48,-23,-206,-9,-14,-124,0,0,2008
313,313,09/13/2008,Vanderbilt,38,43,273,16,7,71,0,0,Rice,21,34,108,40,25,299,1,1,H,8.5,17,9,165,-24,-18,-228,-1,-1,2008
314,314,09/13/2008,Virginia,10,14,31,38,25,188,2,0,Connecticut,45,53,382,15,13,124,0,0,V,-11,-35,-39,-351,23,12,64,2,0,2008
315,315,09/13/2008,Virginia Tech,20,46,199,15,9,48,0,0,Georgia Tech,17,50,278,9,5,109,1,2,H,6.5,3,-4,-79,6,4,-61,-1,-2,2008
316,316,09/13/2008,Washington,14,34,87,38,23,249,0,3,Oklahoma,55,47,274,24,19,317,0,0,H,-21,-41,-13,-187,14,4,-68,0,3,2008
317,317,09/13/2008,Western Kentucky,7,22,42,26,14,116,1,1,Alabama,41,49,281,33,21,276,1,1,V,-28,-34,-27,-239,-7,-7,-160,0,0,2008
